image_path,label
Dataset\Dataset\Training_data\fox\fox_1207.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1208.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1209.jpg,fox
Dataset\Dataset\Training_data\fox\fox_121.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1210.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1211.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1212.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1213.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1214.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1215.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1216.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1217.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1218.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1219.jpg,fox
Dataset\Dataset\Training_data\fox\fox_122.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1220.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1221.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1222.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1223.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1224.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1225.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1226.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1227.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1228.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1229.jpg,fox
Dataset\Dataset\Training_data\fox\fox_123.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1230.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1231.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1232.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1233.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1234.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1235.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1236.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1237.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1238.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1239.jpg,fox
Dataset\Dataset\Training_data\fox\fox_124.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1240.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1241.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1242.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1243.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1244.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1245.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1246.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1247.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1248.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1249.jpg,fox
Dataset\Dataset\Training_data\fox\fox_125.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1250.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1251.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1252.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1253.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1254.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1255.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1256.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1257.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1258.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1259.jpg,fox
Dataset\Dataset\Training_data\fox\fox_126.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1260.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1261.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1262.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1263.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1264.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1265.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1266.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1267.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1268.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1269.jpg,fox
Dataset\Dataset\Training_data\fox\fox_127.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1270.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1271.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1272.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1273.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1274.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1275.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1276.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1277.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1278.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1279.jpg,fox
Dataset\Dataset\Training_data\fox\fox_128.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1280.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1281.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1282.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1283.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1284.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1285.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1286.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1287.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1288.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1289.jpg,fox
Dataset\Dataset\Training_data\fox\fox_129.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1290.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1291.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1292.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1293.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1294.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1295.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1296.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1297.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1298.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1299.jpg,fox
Dataset\Dataset\Training_data\fox\fox_13.jpg,fox
Dataset\Dataset\Training_data\fox\fox_130.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1300.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1301.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1302.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1303.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1304.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1305.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1306.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1307.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1308.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1309.jpg,fox
Dataset\Dataset\Training_data\fox\fox_131.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1310.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1311.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1312.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1313.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1314.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1315.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1316.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1317.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1318.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1319.jpg,fox
Dataset\Dataset\Training_data\fox\fox_132.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1320.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1321.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1322.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1323.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1324.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1325.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1326.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1327.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1328.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1329.jpg,fox
Dataset\Dataset\Training_data\fox\fox_133.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1330.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1331.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1332.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1333.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1334.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1335.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1336.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1337.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1338.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1339.jpg,fox
Dataset\Dataset\Training_data\fox\fox_134.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1340.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1341.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1342.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1343.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1344.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1345.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1346.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1347.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1348.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1349.jpg,fox
Dataset\Dataset\Training_data\fox\fox_135.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1350.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1351.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1352.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1353.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1354.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1355.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1356.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1357.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1358.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1359.jpg,fox
Dataset\Dataset\Training_data\fox\fox_136.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1360.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1361.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1362.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1363.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1364.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1365.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1366.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1367.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1368.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1369.jpg,fox
Dataset\Dataset\Training_data\fox\fox_137.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1370.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1371.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1372.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1373.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1374.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1375.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1376.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1377.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1378.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1379.jpg,fox
Dataset\Dataset\Training_data\fox\fox_138.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1380.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1381.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1382.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1383.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1384.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1385.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1386.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1387.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1388.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1389.jpg,fox
Dataset\Dataset\Training_data\fox\fox_139.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1390.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1391.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1392.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1393.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1394.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1395.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1396.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1397.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1398.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1399.jpg,fox
Dataset\Dataset\Training_data\fox\fox_14.jpg,fox
Dataset\Dataset\Training_data\fox\fox_140.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1400.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1401.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1402.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1403.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1404.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1405.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1406.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1407.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1408.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1409.jpg,fox
Dataset\Dataset\Training_data\fox\fox_141.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1410.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1411.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1412.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1413.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1414.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1415.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1416.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1417.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1418.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1419.jpg,fox
Dataset\Dataset\Training_data\fox\fox_142.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1420.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1421.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1422.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1423.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1424.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1425.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1426.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1427.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1428.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1429.jpg,fox
Dataset\Dataset\Training_data\fox\fox_143.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1430.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1431.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1432.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1433.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1434.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1435.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1436.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1437.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1438.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1439.jpg,fox
Dataset\Dataset\Training_data\fox\fox_144.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1440.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1441.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1442.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1443.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1444.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1445.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1446.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1447.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1448.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1449.jpg,fox
Dataset\Dataset\Training_data\fox\fox_145.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1450.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1451.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1452.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1453.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1454.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1455.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1456.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1457.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1458.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1459.jpg,fox
Dataset\Dataset\Training_data\fox\fox_146.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1460.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1461.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1462.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1463.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1464.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1465.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1466.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1467.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1468.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1469.jpg,fox
Dataset\Dataset\Training_data\fox\fox_147.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1470.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1471.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1472.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1473.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1474.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1475.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1476.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1477.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1478.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1479.jpg,fox
Dataset\Dataset\Training_data\fox\fox_148.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1480.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1481.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1482.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1483.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1484.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1485.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1486.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1487.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1488.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1489.jpg,fox
Dataset\Dataset\Training_data\fox\fox_149.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1490.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1491.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1492.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1493.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1494.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1495.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1496.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1497.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1498.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1499.jpg,fox
Dataset\Dataset\Training_data\fox\fox_15.jpg,fox
Dataset\Dataset\Training_data\fox\fox_150.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1500.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1501.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1502.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1503.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1504.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1505.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1506.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1507.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1508.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1509.jpg,fox
Dataset\Dataset\Training_data\fox\fox_151.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1510.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1511.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1512.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1513.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1514.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1515.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1516.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1517.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1518.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1519.jpg,fox
Dataset\Dataset\Training_data\fox\fox_152.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1520.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1521.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1522.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1523.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1524.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1525.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1526.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1527.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1528.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1529.jpg,fox
Dataset\Dataset\Training_data\fox\fox_153.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1530.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1531.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1532.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1533.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1534.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1535.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1536.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1537.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1538.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1539.jpg,fox
Dataset\Dataset\Training_data\fox\fox_154.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1540.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1541.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1542.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1543.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1544.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1545.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1546.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1547.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1548.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1549.jpg,fox
Dataset\Dataset\Training_data\fox\fox_155.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1550.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1551.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1552.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1553.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1554.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1555.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1556.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1557.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1558.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1559.jpg,fox
Dataset\Dataset\Training_data\fox\fox_156.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1560.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1561.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1562.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1563.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1564.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1565.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1566.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1567.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1568.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1569.jpg,fox
Dataset\Dataset\Training_data\fox\fox_157.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1570.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1571.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1572.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1573.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1574.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1575.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1576.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1577.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1578.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1579.jpg,fox
Dataset\Dataset\Training_data\fox\fox_158.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1580.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1581.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1582.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1583.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1584.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1585.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1586.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1587.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1588.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1589.jpg,fox
Dataset\Dataset\Training_data\fox\fox_159.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1590.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1591.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1592.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1593.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1594.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1595.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1596.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1597.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1598.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1599.jpg,fox
Dataset\Dataset\Training_data\fox\fox_16.jpg,fox
Dataset\Dataset\Training_data\fox\fox_160.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1600.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1601.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1602.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1603.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1604.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1605.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1606.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1607.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1608.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1609.jpg,fox
Dataset\Dataset\Training_data\fox\fox_161.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1610.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1611.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1612.jpg,fox
Dataset\Dataset\Training_data\fox\fox_1613.jpg,fox
